input,output
PM2.5=155 humidity=42 wind=0.8 AQI=218,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=34 humidity=35 wind=2.9 AQI=47,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=29 humidity=62 wind=7.7 AQI=30,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=100 humidity=47 wind=6.2 AQI=122,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=134 humidity=86 wind=2.1 AQI=206,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=299 humidity=53 wind=7.6 AQI=377,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=42 humidity=25 wind=1.7 AQI=58,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=114 humidity=80 wind=1.6 AQI=180,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=186 humidity=91 wind=6.7 AQI=253,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=273 humidity=45 wind=1.9 AQI=367,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=176 humidity=60 wind=1.4 AQI=251,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=276 humidity=59 wind=4.6 AQI=365,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=87 humidity=85 wind=2.3 AQI=144,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=53 humidity=63 wind=2.0 AQI=90,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=182 humidity=23 wind=7.3 AQI=211,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=227 humidity=90 wind=6.0 AQI=310,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=242 humidity=25 wind=7.2 AQI=291,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=158 humidity=68 wind=7.1 AQI=203,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=55 humidity=32 wind=5.4 AQI=60,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=109 humidity=32 wind=1.1 AQI=152,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=253 humidity=38 wind=5.9 AQI=318,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=212 humidity=84 wind=4.9 AQI=293,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=167 humidity=70 wind=6.3 AQI=220,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=96 humidity=44 wind=2.8 AQI=132,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=68 humidity=90 wind=1.9 AQI=123,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=233 humidity=45 wind=2.4 AQI=313,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=234 humidity=22 wind=4.4 AQI=293,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=180 humidity=40 wind=5.4 AQI=227,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=172 humidity=71 wind=4.2 AQI=238,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=209 humidity=28 wind=5.4 AQI=258,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=135 humidity=87 wind=7.2 AQI=183,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=90 humidity=58 wind=4.5 AQI=123,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=82 humidity=27 wind=7.0 AQI=85,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=236 humidity=41 wind=7.2 AQI=291,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=230 humidity=56 wind=4.3 AQI=305,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=270 humidity=31 wind=2.4 AQI=354,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=259 humidity=46 wind=2.0 AQI=349,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=23 humidity=35 wind=5.5 AQI=19,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=152 humidity=71 wind=1.4 AQI=226,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=50 humidity=65 wind=7.2 AQI=61,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=66 humidity=31 wind=4.6 AQI=78,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=136 humidity=26 wind=1.1 AQI=184,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=27 humidity=95 wind=1.5 AQI=75,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=116 humidity=21 wind=1.4 AQI=154,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=113 humidity=87 wind=4.8 AQI=166,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=206 humidity=40 wind=5.5 AQI=260,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=216 humidity=90 wind=4.6 AQI=302,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=98 humidity=60 wind=0.5 AQI=154,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=59 humidity=33 wind=5.1 AQI=67,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=184 humidity=83 wind=3.2 AQI=264,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=16 humidity=80 wind=3.7 AQI=42,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=120 humidity=32 wind=7.3 AQI=135,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=249 humidity=85 wind=2.9 AQI=351,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=38 humidity=49 wind=6.9 AQI=39,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=131 humidity=21 wind=3.5 AQI=163,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=295 humidity=75 wind=6.6 AQI=388,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=66 humidity=29 wind=1.1 AQI=94,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=136 humidity=57 wind=1.2 AQI=199,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=40 humidity=68 wind=5.7 AQI=57,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=103 humidity=92 wind=1.7 AQI=171,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=182 humidity=58 wind=7.1 AQI=230,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=204 humidity=40 wind=4.2 AQI=264,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=62 humidity=52 wind=1.9 AQI=97,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=119 humidity=77 wind=7.5 AQI=155,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=102 humidity=32 wind=4.6 AQI=125,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=47 humidity=26 wind=4.5 AQI=51,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=176 humidity=94 wind=2.0 AQI=265,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=219 humidity=42 wind=1.9 AQI=296,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=289 humidity=38 wind=3.1 AQI=379,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=85 humidity=43 wind=1.1 AQI=126,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=93 humidity=26 wind=2.4 AQI=121,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=68 humidity=86 wind=5.5 AQI=103,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=125 humidity=91 wind=7.3 AQI=171,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=193 humidity=46 wind=1.6 AQI=265,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=256 humidity=26 wind=2.6 AQI=332,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=114 humidity=89 wind=6.6 AQI=159,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=189 humidity=73 wind=3.0 AQI=267,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=95 humidity=82 wind=6.2 AQI=133,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=66 humidity=83 wind=3.6 AQI=109,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=76 humidity=95 wind=3.3 AQI=129,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=289 humidity=75 wind=2.0 AQI=403,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=282 humidity=23 wind=1.4 AQI=371,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=298 humidity=45 wind=6.9 AQI=375,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=152 humidity=60 wind=1.1 AQI=222,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=140 humidity=64 wind=4.6 AQI=191,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=17 humidity=60 wind=1.3 AQI=45,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
